dist|perl-5.31.0.author|perl-5.31.0.distname|perl-5.31.0.distversion|perl-5.31.0.grade|perl-5.31.1.author|perl-5.31.1.distname|perl-5.31.1.distversion|perl-5.31.1.grade
MooX-Lsub|KENTNL|MooX-Lsub-0.002001|0.002001|PASS|KENTNL|MooX-Lsub-0.002001|0.002001|PASS
MooX-Options|REHSACK|MooX-Options-4.103|4.103|PASS|REHSACK|MooX-Options-4.103|4.103|PASS
MooX-ReturnModifiers|LNATION|MooX-ReturnModifiers-1.000000|1.000000|PASS|LNATION|MooX-ReturnModifiers-1.000000|1.000000|PASS
MooX-Role-Logger|DAGOLDEN|MooX-Role-Logger-0.005|0.005|PASS|DAGOLDEN|MooX-Role-Logger-0.005|0.005|PASS
MooX-Role-Pluggable|AVENJ|MooX-Role-Pluggable-1.002002|1.002002|PASS|AVENJ|MooX-Role-Pluggable-1.002002|1.002002|PASS
MooX-ShortHas|MITHALDU|MooX-ShortHas-1.190320|1.190320|PASS|MITHALDU|MooX-ShortHas-1.190320|1.190320|PASS
MooX-Singleton|AJGB|MooX-Singleton-1.20|1.20|PASS|AJGB|MooX-Singleton-1.20|1.20|PASS
MooX-StrictConstructor|HARTZELL|MooX-StrictConstructor-0.010|0.010|PASS|HARTZELL|MooX-StrictConstructor-0.010|0.010|PASS
MooX-Struct|TOBYINK|MooX-Struct-0.017|0.017|PASS|TOBYINK|MooX-Struct-0.017|0.017|PASS
MooX-Thunking|ETJ|MooX-Thunking-0.08|0.08|PASS|ETJ|MooX-Thunking-0.08|0.08|PASS
MooX-Traits|TOBYINK|MooX-Traits-0.005|0.005|PASS|TOBYINK|MooX-Traits-0.005|0.005|PASS
MooX-TypeTiny|HAARG|MooX-TypeTiny-0.001003|0.001003|PASS|HAARG|MooX-TypeTiny-0.001003|0.001003|PASS
MooX-Types-MooseLike|MATEU|MooX-Types-MooseLike-0.29|0.29|PASS|MATEU|MooX-Types-MooseLike-0.29|0.29|PASS
MooX-Types-MooseLike-Numeric|MATEU|MooX-Types-MooseLike-Numeric-1.03|1.03|PASS|MATEU|MooX-Types-MooseLike-Numeric-1.03|1.03|PASS
MooX-late|TOBYINK|MooX-late-0.015|0.015|PASS|TOBYINK|MooX-late-0.015|0.015|PASS
Moonshine-Test|LNATION|Moonshine-Test-0.16|0.16|PASS|LNATION|Moonshine-Test-0.16|0.16|PASS
Moose|ETHER|Moose-2.2011|2.2011|PASS|ETHER|Moose-2.2011|2.2011|PASS
Moose-Autobox|ETHER|Moose-Autobox-0.16|0.16|PASS|ETHER|Moose-Autobox-0.16|0.16|PASS
MooseX-AbstractFactory|XENO|MooseX-AbstractFactory-0.004003|0.004003|PASS|XENO|MooseX-AbstractFactory-0.004003|0.004003|PASS
MooseX-AbstractMethod|RSRCHBOY|MooseX-AbstractMethod-0.004|0.004|PASS|RSRCHBOY|MooseX-AbstractMethod-0.004|0.004|PASS
MooseX-Aliases|DOY|MooseX-Aliases-0.11|0.11|PASS|DOY|MooseX-Aliases-0.11|0.11|PASS
MooseX-AlwaysCoerce|ETHER|MooseX-AlwaysCoerce-0.23|0.23|PASS|ETHER|MooseX-AlwaysCoerce-0.23|0.23|PASS
MooseX-App|MAROS|MooseX-App-1.41|1.41|PASS|MAROS|MooseX-App-1.41|1.41|PASS
MooseX-App-Cmd|ETHER|MooseX-App-Cmd-0.32|0.32|PASS|ETHER|MooseX-App-Cmd-0.32|0.32|PASS
MooseX-ArrayRef|TOBYINK|MooseX-ArrayRef-0.005|0.005|PASS|TOBYINK|MooseX-ArrayRef-0.005|0.005|PASS
MooseX-Attribute-Chained|TOMHUKINS|MooseX-Attribute-Chained-1.0.3|1.0.3|PASS|TOMHUKINS|MooseX-Attribute-Chained-1.0.3|1.0.3|PASS
MooseX-Attribute-ENV|JJNAPIORK|MooseX-Attribute-ENV-0.02|0.02|PASS|JJNAPIORK|MooseX-Attribute-ENV-0.02|0.02|PASS
MooseX-AttributeDocumented|CSSON|MooseX-AttributeDocumented-0.1004|0.1004|PASS|CSSON|MooseX-AttributeDocumented-0.1004|0.1004|PASS
MooseX-AttributeHelpers|ETHER|MooseX-AttributeHelpers-0.25|0.25|PASS|ETHER|MooseX-AttributeHelpers-0.25|0.25|PASS
MooseX-AttributeShortcuts|RSRCHBOY|MooseX-AttributeShortcuts-0.037|0.037|PASS|RSRCHBOY|MooseX-AttributeShortcuts-0.037|0.037|PASS
MooseX-Blessed-Reconstruct|YANICK|MooseX-Blessed-Reconstruct-1.01|1.01|PASS|YANICK|MooseX-Blessed-Reconstruct-1.01|1.01|PASS
MooseX-ClassAttribute|DROLSKY|MooseX-ClassAttribute-0.29|0.29|PASS|DROLSKY|MooseX-ClassAttribute-0.29|0.29|PASS
MooseX-Clone|ETHER|MooseX-Clone-0.06|0.06|PASS|ETHER|MooseX-Clone-0.06|0.06|PASS
MooseX-ConfigFromFile|ETHER|MooseX-ConfigFromFile-0.14|0.14|PASS|ETHER|MooseX-ConfigFromFile-0.14|0.14|PASS
MooseX-Configuration|DROLSKY|MooseX-Configuration-0.02|0.02|PASS|DROLSKY|MooseX-Configuration-0.02|0.02|PASS
MooseX-CurriedDelegation|RSRCHBOY|MooseX-CurriedDelegation-0.003|0.003|PASS|RSRCHBOY|MooseX-CurriedDelegation-0.003|0.003|PASS
MooseX-Daemonize|ETHER|MooseX-Daemonize-0.21|0.21|PASS|ETHER|MooseX-Daemonize-0.21|0.21|PASS
MooseX-Declare|ETHER|MooseX-Declare-0.43|0.43|PASS|ETHER|MooseX-Declare-0.43|0.43|PASS
MooseX-Declare-Context-WithOptions-Patch-Extensible|TOBYINK|MooseX-Declare-Context-WithOptions-Patch-Extensible-0.002|0.002|PASS|TOBYINK|MooseX-Declare-Context-WithOptions-Patch-Extensible-0.002|0.002|PASS
MooseX-Emulate-Class-Accessor-Fast|HAARG|MooseX-Emulate-Class-Accessor-Fast-0.009032|0.009032|PASS|HAARG|MooseX-Emulate-Class-Accessor-Fast-0.009032|0.009032|PASS
MooseX-Event|WINTER|MooseX-Event-v0.2.0|v0.2.0|PASS|WINTER|MooseX-Event-v0.2.0|v0.2.0|PASS
MooseX-FileAttribute|ETHER|MooseX-FileAttribute-0.03|0.03|PASS|ETHER|MooseX-FileAttribute-0.03|0.03|PASS
MooseX-FollowPBP|DROLSKY|MooseX-FollowPBP-0.05|0.05|PASS|DROLSKY|MooseX-FollowPBP-0.05|0.05|PASS
MooseX-Getopt|ETHER|MooseX-Getopt-0.74|0.74|PASS|ETHER|MooseX-Getopt-0.74|0.74|PASS
MooseX-Getopt-Usage|PITCHLESS|MooseX-Getopt-Usage-0.24|0.24|PASS|PITCHLESS|MooseX-Getopt-Usage-0.24|0.24|PASS
MooseX-HandlesConstructor|ZMUGHAL|MooseX-HandlesConstructor-0.001|0.001|PASS|ZMUGHAL|MooseX-HandlesConstructor-0.001|0.001|PASS
MooseX-Has-Sugar|KENTNL|MooseX-Has-Sugar-1.000006|1.000006|PASS|KENTNL|MooseX-Has-Sugar-1.000006|1.000006|PASS
MooseX-HasDefaults|SARTAK|MooseX-HasDefaults-0.03|0.03|PASS|SARTAK|MooseX-HasDefaults-0.03|0.03|PASS
MooseX-InsideOut|DOY|MooseX-InsideOut-0.106|0.106|PASS|DOY|MooseX-InsideOut-0.106|0.106|PASS
MooseX-Iterator|RLB|MooseX-Iterator-0.11|0.11|PASS|RLB|MooseX-Iterator-0.11|0.11|PASS
MooseX-LazyRequire|ETHER|MooseX-LazyRequire-0.11|0.11|PASS|ETHER|MooseX-LazyRequire-0.11|0.11|PASS
MooseX-Log-Log4perl|LAMMEL|MooseX-Log-Log4perl-0.47|0.47|PASS|LAMMEL|MooseX-Log-Log4perl-0.47|0.47|PASS
MooseX-LogDispatch|JGOULAH|MooseX-LogDispatch-1.2002|1.2002|PASS|JGOULAH|MooseX-LogDispatch-1.2002|1.2002|PASS
MooseX-MarkAsMethods|RSRCHBOY|MooseX-MarkAsMethods-0.15|0.15|PASS|RSRCHBOY|MooseX-MarkAsMethods-0.15|0.15|PASS
MooseX-Meta-TypeConstraint-ForceCoercion|FLORA|MooseX-Meta-TypeConstraint-ForceCoercion-0.01|0.01|PASS|FLORA|MooseX-Meta-TypeConstraint-ForceCoercion-0.01|0.01|PASS
MooseX-Meta-TypeConstraint-Mooish|RSRCHBOY|MooseX-Meta-TypeConstraint-Mooish-0.001|0.001|PASS|RSRCHBOY|MooseX-Meta-TypeConstraint-Mooish-0.001|0.001|PASS
MooseX-Method-Signatures|ETHER|MooseX-Method-Signatures-0.49|0.49|PASS|ETHER|MooseX-Method-Signatures-0.49|0.49|PASS
MooseX-MethodAttributes|ETHER|MooseX-MethodAttributes-0.31|0.31|PASS|ETHER|MooseX-MethodAttributes-0.31|0.31|PASS
MooseX-MungeHas|TOBYINK|MooseX-MungeHas-0.011|0.011|PASS|TOBYINK|MooseX-MungeHas-0.011|0.011|PASS
MooseX-NewDefaults|RSRCHBOY|MooseX-NewDefaults-0.004|0.004|PASS|RSRCHBOY|MooseX-NewDefaults-0.004|0.004|PASS
MooseX-NonMoose|DOY|MooseX-NonMoose-0.26|0.26|PASS|DOY|MooseX-NonMoose-0.26|0.26|PASS
MooseX-Object-Pluggable|ETHER|MooseX-Object-Pluggable-0.0014|0.0014|PASS|ETHER|MooseX-Object-Pluggable-0.0014|0.0014|PASS
MooseX-OneArgNew|RJBS|MooseX-OneArgNew-0.005|0.005|PASS|RJBS|MooseX-OneArgNew-0.005|0.005|PASS
MooseX-POE|GETTY|MooseX-POE-0.215|0.215|PASS|GETTY|MooseX-POE-0.215|0.215|PASS
MooseX-Param|STEVAN|MooseX-Param-0.02|0.02|PASS|STEVAN|MooseX-Param-0.02|0.02|PASS
MooseX-Params-Validate|DROLSKY|MooseX-Params-Validate-0.21|0.21|PASS|DROLSKY|MooseX-Params-Validate-0.21|0.21|PASS
MooseX-Privacy|FRANCKC|MooseX-Privacy-0.05|0.05|PASS|FRANCKC|MooseX-Privacy-0.05|0.05|PASS
MooseX-RelatedClassRoles|HDP|MooseX-RelatedClassRoles-0.004|0.004|PASS|HDP|MooseX-RelatedClassRoles-0.004|0.004|PASS
MooseX-Role-BuildInstanceOf|JJNAPIORK|MooseX-Role-BuildInstanceOf-0.08|0.08|PASS|JJNAPIORK|MooseX-Role-BuildInstanceOf-0.08|0.08|PASS
MooseX-Role-Parameterized|ETHER|MooseX-Role-Parameterized-1.10|1.10|PASS|ETHER|MooseX-Role-Parameterized-1.10|1.10|PASS
MooseX-Role-WithOverloading|ETHER|MooseX-Role-WithOverloading-0.17|0.17|PASS|ETHER|MooseX-Role-WithOverloading-0.17|0.17|PASS
MooseX-SemiAffordanceAccessor|DROLSKY|MooseX-SemiAffordanceAccessor-0.10|0.10|PASS|DROLSKY|MooseX-SemiAffordanceAccessor-0.10|0.10|PASS
MooseX-SetOnce|RJBS|MooseX-SetOnce-0.200002|0.200002|PASS|RJBS|MooseX-SetOnce-0.200002|0.200002|PASS
MooseX-SimpleConfig|ETHER|MooseX-SimpleConfig-0.11|0.11|PASS|ETHER|MooseX-SimpleConfig-0.11|0.11|PASS
MooseX-Singleton|ETHER|MooseX-Singleton-0.30|0.30|PASS|ETHER|MooseX-Singleton-0.30|0.30|PASS
MooseX-SlurpyConstructor|ETHER|MooseX-SlurpyConstructor-1.30|1.30|PASS|ETHER|MooseX-SlurpyConstructor-1.30|1.30|PASS
MooseX-Storage|ETHER|MooseX-Storage-0.52|0.52|PASS|ETHER|MooseX-Storage-0.52|0.52|PASS
MooseX-Storage-Format-JSONpm|RJBS|MooseX-Storage-Format-JSONpm-0.093093|0.093093|PASS|RJBS|MooseX-Storage-Format-JSONpm-0.093093|0.093093|PASS
MooseX-StrictConstructor|DROLSKY|MooseX-StrictConstructor-0.21|0.21|PASS|DROLSKY|MooseX-StrictConstructor-0.21|0.21|PASS
MooseX-TraitFor-Meta-Class-BetterAnonClassNames|RSRCHBOY|MooseX-TraitFor-Meta-Class-BetterAnonClassNames-0.002003|0.002003|PASS|RSRCHBOY|MooseX-TraitFor-Meta-Class-BetterAnonClassNames-0.002003|0.002003|PASS
MooseX-Traits|ETHER|MooseX-Traits-0.13|0.13|PASS|ETHER|MooseX-Traits-0.13|0.13|PASS
MooseX-Traits-Pluggable|RKITOVER|MooseX-Traits-Pluggable-0.12|0.12|PASS|RKITOVER|MooseX-Traits-Pluggable-0.12|0.12|PASS
MooseX-Types|ETHER|MooseX-Types-0.50|0.50|PASS|ETHER|MooseX-Types-0.50|0.50|PASS
MooseX-Types-Common|ETHER|MooseX-Types-Common-0.001014|0.001014|PASS|ETHER|MooseX-Types-Common-0.001014|0.001014|PASS
MooseX-Types-DateTime|ETHER|MooseX-Types-DateTime-0.13|0.13|PASS|ETHER|MooseX-Types-DateTime-0.13|0.13|PASS
MooseX-Types-DateTime-MoreCoercions|ETHER|MooseX-Types-DateTime-MoreCoercions-0.15|0.15|PASS|ETHER|MooseX-Types-DateTime-MoreCoercions-0.15|0.15|PASS
MooseX-Types-DateTime-MySQL|BOBTFISH|MooseX-Types-DateTime-MySQL-0.003|0.003|PASS|BOBTFISH|MooseX-Types-DateTime-MySQL-0.003|0.003|PASS
MooseX-Types-DateTime-W3C|AJGB|MooseX-Types-DateTime-W3C-1.103360|1.103360|PASS|AJGB|MooseX-Types-DateTime-W3C-1.103360|1.103360|PASS
MooseX-Types-Email|ETHER|MooseX-Types-Email-0.008|0.008|PASS|ETHER|MooseX-Types-Email-0.008|0.008|PASS
MooseX-Types-IO|FAYLAND|MooseX-Types-IO-0.04|0.04|PASS|FAYLAND|MooseX-Types-IO-0.04|0.04|PASS
MooseX-Types-ISO8601|ETHER|MooseX-Types-ISO8601-0.18|0.18|PASS|ETHER|MooseX-Types-ISO8601-0.18|0.18|PASS
MooseX-Types-LoadableClass|ETHER|MooseX-Types-LoadableClass-0.015|0.015|PASS|ETHER|MooseX-Types-LoadableClass-0.015|0.015|PASS
MooseX-Types-Path-Class|ETHER|MooseX-Types-Path-Class-0.09|0.09|PASS|ETHER|MooseX-Types-Path-Class-0.09|0.09|PASS
MooseX-Types-Path-Tiny|ETHER|MooseX-Types-Path-Tiny-0.012|0.012|PASS|ETHER|MooseX-Types-Path-Tiny-0.012|0.012|PASS
MooseX-Types-Perl|RJBS|MooseX-Types-Perl-0.101343|0.101343|PASS|RJBS|MooseX-Types-Perl-0.101343|0.101343|PASS
MooseX-Types-Set-Object|ETHER|MooseX-Types-Set-Object-0.05|0.05|PASS|ETHER|MooseX-Types-Set-Object-0.05|0.05|PASS
MooseX-Types-Stringlike|DAGOLDEN|MooseX-Types-Stringlike-0.003|0.003|PASS|DAGOLDEN|MooseX-Types-Stringlike-0.003|0.003|PASS
MooseX-Types-Structured|ETHER|MooseX-Types-Structured-0.36|0.36|PASS|ETHER|MooseX-Types-Structured-0.36|0.36|PASS
MooseX-Types-URI|ETHER|MooseX-Types-URI-0.08|0.08|PASS|ETHER|MooseX-Types-URI-0.08|0.08|PASS
MooseX-UndefTolerant|ETHER|MooseX-UndefTolerant-0.21|0.21|PASS|ETHER|MooseX-UndefTolerant-0.21|0.21|PASS
MooseX-Util|RSRCHBOY|MooseX-Util-0.006|0.006|PASS|RSRCHBOY|MooseX-Util-0.006|0.006|PASS
MooseX-XSAccessor|TOBYINK|MooseX-XSAccessor-0.009|0.009|PASS|TOBYINK|MooseX-XSAccessor-0.009|0.009|PASS
MooseX-YAML|NUFFIN|MooseX-YAML-0.04|0.04|PASS|NUFFIN|MooseX-YAML-0.04|0.04|PASS
Mouse|SKAJI|Mouse-v2.5.6|v2.5.6|PASS|SKAJI|Mouse-v2.5.6|v2.5.6|PASS
MouseX-ConfigFromFile|MASAKI|MouseX-ConfigFromFile-0.05|0.05|PASS|MASAKI|MouseX-ConfigFromFile-0.05|0.05|PASS
MouseX-Foreign|GFUJI|MouseX-Foreign-1.000|1.000|PASS|GFUJI|MouseX-Foreign-1.000|1.000|PASS
MouseX-Getopt|GFUJI|MouseX-Getopt-0.38|0.38|PASS|GFUJI|MouseX-Getopt-0.38|0.38|PASS
MouseX-NativeTraits|GFUJI|MouseX-NativeTraits-1.09|1.09|PASS|GFUJI|MouseX-NativeTraits-1.09|1.09|PASS
MouseX-SimpleConfig|MJGARDNER|MouseX-SimpleConfig-0.11|0.11|PASS|MJGARDNER|MouseX-SimpleConfig-0.11|0.11|PASS
MouseX-StrictConstructor|GFUJI|MouseX-StrictConstructor-0.02|0.02|PASS|GFUJI|MouseX-StrictConstructor-0.02|0.02|PASS
MouseX-Traits|GFUJI|MouseX-Traits-0.1102|0.1102|PASS|GFUJI|MouseX-Traits-0.1102|0.1102|PASS
MouseX-Types|GFUJI|MouseX-Types-0.06|0.06|PASS|GFUJI|MouseX-Types-0.06|0.06|PASS
MouseX-Types-Path-Class|MASAKI|MouseX-Types-Path-Class-0.07|0.07|PASS|MASAKI|MouseX-Types-Path-Class-0.07|0.07|PASS
Mozilla-CA|ABH|Mozilla-CA-20180117|20180117|PASS|ABH|Mozilla-CA-20180117|20180117|PASS
Nephia|YTURTLE|Nephia-0.87|0.87|PASS|YTURTLE|Nephia-0.87|0.87|PASS
Net-AMQP|CHIPS|Net-AMQP-0.06|0.06|PASS|CHIPS|Net-AMQP-0.06|0.06|PASS
Net-AMQP-RabbitMQ|MARKELLIS|Net-AMQP-RabbitMQ-2.40004|2.40004|PASS|MARKELLIS|Net-AMQP-RabbitMQ-2.40004|2.40004|PASS
Net-Amazon-EC2|MALLEN|Net-Amazon-EC2-0.36|0.36|PASS|MALLEN|Net-Amazon-EC2-0.36|0.36|PASS
Net-Amazon-S3|LLAP|Net-Amazon-S3-0.86|0.86|PASS|LLAP|Net-Amazon-S3-0.86|0.86|PASS
Net-Amazon-Signature-V4|DBOOK|Net-Amazon-Signature-V4-0.19|0.19|PASS|DBOOK|Net-Amazon-Signature-V4-0.19|0.19|PASS
Net-Async-WebSocket|PEVANS|Net-Async-WebSocket-0.13|0.13|PASS|PEVANS|Net-Async-WebSocket-0.13|0.13|PASS
Net-CIDR|MRSAM|Net-CIDR-0.20|0.20|PASS|MRSAM|Net-CIDR-0.20|0.20|PASS
Net-CIDR-Lite|DOUGW|Net-CIDR-Lite-0.21|0.21|PASS|DOUGW|Net-CIDR-Lite-0.21|0.21|PASS
Net-Curl|SYP|Net-Curl-0.4|0.4|PASS|SYP|Net-Curl-0.4|0.4|PASS
Net-DBus|DANBERR|Net-DBus-1.1.0|1.1.0|PASS|DANBERR|Net-DBus-1.1.0|1.1.0|PASS
Net-DNS|NLNETLABS|Net-DNS-1.20|1.20|PASS|NLNETLABS|Net-DNS-1.20|1.20|PASS
Net-DNS-Codes|MIKER|Net-DNS-Codes-0.12|0.12|PASS|MIKER|Net-DNS-Codes-0.12|0.12|PASS
Net-DNS-Lite|KAZUHO|Net-DNS-Lite-0.12|0.12|PASS|KAZUHO|Net-DNS-Lite-0.12|0.12|PASS
Net-DNS-Paranoid|TOKUHIROM|Net-DNS-Paranoid-0.08|0.08|PASS|TOKUHIROM|Net-DNS-Paranoid-0.08|0.08|PASS
Net-DNS-Resolver-Mock|MBRADSHAW|Net-DNS-Resolver-Mock-1.20171219|1.20171219|PASS|MBRADSHAW|Net-DNS-Resolver-Mock-1.20171219|1.20171219|PASS
Net-DNS-Resolver-Programmable|BIGPRESH|Net-DNS-Resolver-Programmable-0.009|0.009|PASS|BIGPRESH|Net-DNS-Resolver-Programmable-0.009|0.009|PASS
Net-DNS-ToolKit|MIKER|Net-DNS-ToolKit-0.48|0.48|PASS|MIKER|Net-DNS-ToolKit-0.48|0.48|PASS
Net-Domain-TLD|ALEXP|Net-Domain-TLD-1.75|1.75|PASS|ALEXP|Net-Domain-TLD-1.75|1.75|PASS
Net-FTP-Tiny|ZEFRAM|Net-FTP-Tiny-0.002|0.002|PASS|ZEFRAM|Net-FTP-Tiny-0.002|0.002|PASS
Net-FastCGI|CHANSEN|Net-FastCGI-0.14|0.14|PASS|CHANSEN|Net-FastCGI-0.14|0.14|PASS
Net-Frame|GOMOR|Net-Frame-1.21|1.21|PASS|GOMOR|Net-Frame-1.21|1.21|PASS
Net-Frame-Layer-IPv6|GOMOR|Net-Frame-Layer-IPv6-1.08|1.08|PASS|GOMOR|Net-Frame-Layer-IPv6-1.08|1.08|PASS
Net-GitHub|FAYLAND|Net-GitHub-0.95|0.95|PASS|FAYLAND|Net-GitHub-0.95|0.95|PASS
Net-Google-AuthSub|SIMONW|Net-Google-AuthSub-0.5|0.5|PASS|SIMONW|Net-Google-AuthSub-0.5|0.5|PASS
Net-HTTP|OALDERS|Net-HTTP-6.19|6.19|PASS|OALDERS|Net-HTTP-6.19|6.19|PASS
Net-HTTP-Spore|ATHREEF|Net-HTTP-Spore-0.09|0.09|PASS|ATHREEF|Net-HTTP-Spore-0.09|0.09|PASS
Net-HTTP-Tiny|ZEFRAM|Net-HTTP-Tiny-0.002|0.002|PASS|ZEFRAM|Net-HTTP-Tiny-0.002|0.002|PASS
Net-HTTPS-Any|IVAN|Net-HTTPS-Any-0.12|0.12|PASS|IVAN|Net-HTTPS-Any-0.12|0.12|PASS
Net-HTTPS-NB|OLEG|Net-HTTPS-NB-0.15|0.15|PASS|OLEG|Net-HTTPS-NB-0.15|0.15|PASS
Net-HTTPServer|REATMON|Net-HTTPServer-1.1.1|1.1.1|PASS|REATMON|Net-HTTPServer-1.1.1|1.1.1|PASS
Net-IDN-Encode|CFAERBER|Net-IDN-Encode-2.500|2.500|PASS|CFAERBER|Net-IDN-Encode-2.500|2.500|PASS
Net-IMAP-Client|GANGLION|Net-IMAP-Client-0.9505|0.9505|PASS|GANGLION|Net-IMAP-Client-0.9505|0.9505|PASS
Net-IMAP-Simple|JETTERO|Net-IMAP-Simple-1.2212|1.2212|PASS|JETTERO|Net-IMAP-Simple-1.2212|1.2212|PASS
Net-IMAP-Simple-SSL|CWEST|Net-IMAP-Simple-SSL-1.3|1.3|PASS|CWEST|Net-IMAP-Simple-SSL-1.3|1.3|PASS
Net-IP|MANU|Net-IP-1.26|1.26|PASS|MANU|Net-IP-1.26|1.26|PASS
Net-IP-Match-Regexp|CDOLAN|Net-IP-Match-Regexp-1.01|1.01|PASS|CDOLAN|Net-IP-Match-Regexp-1.01|1.01|PASS
Net-IP-Minimal|BINGOS|Net-IP-Minimal-0.06|0.06|PASS|BINGOS|Net-IP-Minimal-0.06|0.06|PASS
Net-IP-XS|TOMHRR|Net-IP-XS-0.21|0.21|PASS|TOMHRR|Net-IP-XS-0.21|0.21|PASS
Net-IPv4Addr|FRAJULAC|Net-IPv4Addr-0.10|0.10|PASS|FRAJULAC|Net-IPv4Addr-0.10|0.10|PASS
Net-IPv6Addr|BKB|Net-IPv6Addr-0.96|0.96|PASS|BKB|Net-IPv6Addr-0.96|0.96|PASS
Net-Ident|TODDR|Net-Ident-1.24|1.24|PASS|TODDR|Net-Ident-1.24|1.24|PASS
Net-Ifconfig-Wrapper|MTHURN|Net-Ifconfig-Wrapper-0.16|0.16|PASS|MTHURN|Net-Ifconfig-Wrapper-0.16|0.16|PASS
Net-LDAP-SID|KARMAN|Net-LDAP-SID-0.001|0.001|PASS|KARMAN|Net-LDAP-SID-0.001|0.001|PASS
Net-LDAP-Server|AAR|Net-LDAP-Server-0.43|0.43|PASS|AAR|Net-LDAP-Server-0.43|0.43|PASS
Net-LibIDN|THOR|Net-LibIDN-0.12|0.12|NA|THOR|Net-LibIDN-0.12|0.12|NA
Net-Libdnet|GOMOR|Net-Libdnet-0.99|0.99|PASS|GOMOR|Net-Libdnet-0.99|0.99|PASS
Net-NBsocket|MIKER|Net-NBsocket-0.24|0.24|PASS|MIKER|Net-NBsocket-0.24|0.24|PASS
Net-Netmask|JMASLAK|Net-Netmask-1.9104|1.9104|PASS|JMASLAK|Net-Netmask-1.9104|1.9104|PASS
Net-OAuth|KGRENNAN|Net-OAuth-0.28|0.28|PASS|KGRENNAN|Net-OAuth-0.28|0.28|PASS
Net-OAuth2|MARKOV|Net-OAuth2-0.64|0.64|PASS|MARKOV|Net-OAuth2-0.64|0.64|PASS
Net-OpenID-Common|WROG|Net-OpenID-Common-1.20|1.20|PASS|WROG|Net-OpenID-Common-1.20|1.20|PASS
Net-OpenID-Consumer|WROG|Net-OpenID-Consumer-1.18|1.18|PASS|WROG|Net-OpenID-Consumer-1.18|1.18|PASS
Net-OpenSSH|SALVA|Net-OpenSSH-0.78|0.78|PASS|SALVA|Net-OpenSSH-0.78|0.78|PASS
Net-Pcap|SAPER|Net-Pcap-0.18|0.18|FAIL|SAPER|Net-Pcap-0.18|0.18|FAIL
Net-Rendezvous-Publish|RCLAMP|Net-Rendezvous-Publish-0.04|0.04|PASS|RCLAMP|Net-Rendezvous-Publish-0.04|0.04|PASS
Net-SFTP-Foreign|SALVA|Net-SFTP-Foreign-1.90|1.90|PASS|SALVA|Net-SFTP-Foreign-1.90|1.90|PASS
Net-SMTP-SSL|RJBS|Net-SMTP-SSL-1.04|1.04|PASS|RJBS|Net-SMTP-SSL-1.04|1.04|PASS
Net-SMTP-TLS|AWESTHOLM|Net-SMTP-TLS-0.12|0.12|PASS|AWESTHOLM|Net-SMTP-TLS-0.12|0.12|PASS
Net-SMTPS|TOMO|Net-SMTPS-0.09|0.09|PASS|TOMO|Net-SMTPS-0.09|0.09|PASS
Net-SNMP|DTOWN|Net-SNMP-v6.0.1|v6.0.1|PASS|DTOWN|Net-SNMP-v6.0.1|v6.0.1|PASS
Net-SNMP-Mixin|GAISSMAI|Net-SNMP-Mixin-0.14|0.14|PASS|GAISSMAI|Net-SNMP-Mixin-0.14|0.14|PASS
Net-SSLeay|CHRISN|Net-SSLeay-1.88|1.88|PASS|CHRISN|Net-SSLeay-1.88|1.88|PASS
Net-Server|RHANDOM|Net-Server-2.009|2.009|PASS|RHANDOM|Net-Server-2.009|2.009|PASS
Net-Server-Mail|GUIMARD|Net-Server-Mail-0.28|0.28|FAIL|GUIMARD|Net-Server-Mail-0.28|0.28|FAIL
Net-Stomp|DAKKAR|Net-Stomp-0.57|0.57|PASS|DAKKAR|Net-Stomp-0.57|0.57|PASS
Net-Subnet|JUERD|Net-Subnet-1.03|1.03|PASS|JUERD|Net-Subnet-1.03|1.03|PASS
Net-TFTP|GBARR|Net-TFTP-0.1901|0.1901|PASS|GBARR|Net-TFTP-0.1901|0.1901|PASS
Net-Telnet|JROGERS|Net-Telnet-3.04|3.04|PASS|JROGERS|Net-Telnet-3.04|3.04|PASS
Net-Travis-API|KENTNL|Net-Travis-API-0.002001|0.002001|PASS|KENTNL|Net-Travis-API-0.002001|0.002001|PASS
Net-Twitter|MMIMS|Net-Twitter-4.01043|4.01043|PASS|MMIMS|Net-Twitter-4.01043|4.01043|PASS
Net-Twitter-Lite|MMIMS|Net-Twitter-Lite-0.12008|0.12008|PASS|MMIMS|Net-Twitter-Lite-0.12008|0.12008|PASS
Net-Whois-IP|BSCHMITZ|Net-Whois-IP-1.19|1.19|PASS|BSCHMITZ|Net-Whois-IP-1.19|1.19|PASS
Net-Whois-Raw|NALOBIN|Net-Whois-Raw-2.99022|2.99022|PASS|NALOBIN|Net-Whois-Raw-2.99022|2.99022|PASS
Net-Works|MAXMIND|Net-Works-0.22|0.22|PASS|MAXMIND|Net-Works-0.22|0.22|PASS
Net-Z3950-ZOOM|MIRK|Net-Z3950-ZOOM-1.30|1.30|PASS|MIRK|Net-Z3950-ZOOM-1.30|1.30|PASS
NetAddr-IP|MIKER|NetAddr-IP-4.079|4.079|PASS|MIKER|NetAddr-IP-4.079|4.079|PASS
NetPacket|YANICK|NetPacket-1.7.1|1.7.1|PASS|YANICK|NetPacket-1.7.1|1.7.1|PASS
